SEC Region,Organization CRD#,Additional CRD Number,Total number of additional CRD numbers,SEC#,Firm Type,CIK#,Total number of CIK numbers,Primary Business Name,Legal Name,Main Office Street Address 1,Main Office Street Address 2,Main Office City,Main Office State,Main Office Country,Main Office Postal Code,Main Office Private Residence Flag,Main Office Telephone Number,Main Office Facsimile Number,"Total number of offices, other than your Principal Office and place of business",Mail Office Street Address 1,Mail Office Street Address 2,Mail Office City,Mail Office State,Mail Office Country,Mail Office Postal Code,Mail Office Private Residence Flag,Chief Compliance Officer Name,Chief Compliance Officer Other Titles,Chief Compliance Officer Telephone,Chief Compliance Officer Facsimile,Chief Compliance Officer Street Address 1,Chief Compliance Officer Street Address 2,Chief Compliance Officer City,Chief Compliance Officer State,Chief Compliance Officer Country,Chief Compliance Officer Postal Code,Chief Compliance Officer E-mail,Name of the other person compensating CCO,EIN of the Other person compensating CCO,SEC Current Status,SEC Status Effective Date,Jurisdiction Notice Filed-Effective Date,Latest ADV Filing Date,Form Version,1I,Website Address,Total Number of Website Addresses,Location of Books and Records Street Address 1,Location of Books and Records Street Address 2,Location of Books and Records City,Location of Books and Records State,Location of Books and Records Country,Location of Books and Records Postal Code,Total Number of Books and Records Locations,1M,1N,1O,"1O - If yes, approx. amount of assets",1P,2B(1),2B(2),2B(3),3A,3A-Other,3B,3C-State,3C-Country,6A(1),6A(2),6A(3),6A(4),6A(5),6A(6),6A(7),6A(8),6A(9),6A(10),6A(11),6A(12),6A(13),6A(14),6A(14)-Other,6B(1),6B(2),6B(3),7A(1),7A(2),7A(3),7A(4),7A(5),7A(6),7A(7),7A(8),7A(9),7A(10),7A(11),7A(12),7A(13),7A(14),7A(15),7A(16),Count of IA Affiliates,Count of IA/BD Affiliates,Count of BD Affiliates,Control/Controlled by Related Person,Under Common Control,Share Supervised Persons,Share Location,7B,Count of Private Funds - 7B(1),Any PFs a Master,Any Hedge Funds,Total number of Hedge funds,Any Liquidity Funds,Total number of Liquidity funds,Any PE Funds,Total number of PE funds,Any Real Estate Funds,Total number of Real Estate funds,Any Securitized Funds,Total number of Securitized funds,Any VC Funds,Total number of VC funds,Any Other Funds,Total number of Other funds,Total Gross Assets of Private Funds,Count of Private Funds - 7B(2),10A,Count of Control person Public Reporting Company,11,11A(1),Count of 11A(1) disclosures,11A(2),Count of 11A(2) disclosures,11B(1),Count of 11B(1) disclosures,11B(2),Count of 11B(2) disclosures,11C(1),Count of 11C(1) disclosures,11C(2),Count of 11C(2) disclosures,11C(3),Count of 11C(3) disclosures,11C(4),Count of 11C(4) disclosures,11C(5),Count of 11C(5) disclosures,11D(1),Count of 11D(1) disclosures,11D(2),Count of 11D(2) disclosures,11D(3),Count of 11D(3) disclosures,11D(4),Count of 11D(4) disclosures,11D(5),Count of 11D(5) disclosures,11E(1),Count of 11E(1) disclosures,11E(2),Count of 11E(2) disclosures,11E(3),Count of 11E(3) disclosures,11E(4),Count of 11E(4) disclosures,11F,Count of 11F disclosures,11G,Count of 11G disclosures,11H(1)(a),Count of 11H(1)(a) disclosures,11H(1)(b),Count of 11H(1)(b) disclosures,11H(1)(c),Count of 11H(1)(c) disclosures,11H(2),Count of 11H(2) disclosures,12A,12B(1),12B(2),12C(1),12C(2)
HQ,322463,,,802-126469,ERA,,,CLARION PARTNERS EUROPE (U.K.) LIMITED,CLARION PARTNERS EUROPE (U.K.) LIMITED,ONE SOUTHAMPTON STREET,,"LONDON, UNITED KINGDOM",,United Kingdom,WC2R 0LR,N,44 (0) 20 7647 7500,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,7/29/2022,,12/20/2024,21-Oct,Y,https://www.clarionpartners.com/about-us/clarion-europe,1,AVENIDA DE DOCTOR ARCE 14,,MADRID,,Spain,28002,2,Y,N,N,,,N,Y,N,Other (specify),LIMITED COMPANY,SEPTEMBER,,United Kingdom,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,Y,2,0,0,Y,Y,Y,N,Y,0,N,N,,N,,N,,N,,N,,N,,N,,0,2,N,1,N,N,0,N,0,N,0,N,0,N,0,Y,1,N,0,Y,1,Y,1,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
FWRO,291804,,,802-112857,ERA,,,"MOONSHOTS CAPITAL MANAGEMENT COMPANY, LLC","MOONSHOTS CAPITAL MANAGEMENT COMPANY, LLC",,,,,,,Y,(800) 778-2990 EXT. 313,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,3/16/2018,,3/31/2025,21-Oct,Y,HTTPS://TWITTER.COM/MOONSHOTSCAP,4,,,,,,,0,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,51,N,N,,N,,N,,N,,N,,Y,51,N,,"145,846,775.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
BRO,161537,,,802-74573,ERA,,,GREYLOCK PARTNERS,GREYLOCK MANAGEMENT CORPORATION,2400 DISTRICT AVENUE,SUITE 105,BURLINGTON,MA,United States,01803,N,781-622-2200,781-622-2300,1,,,,,,,,,,,,,,,,,,,,,ERA - Active,3/12/2012,,3/31/2025,21-Oct,Y,HTTP://WWW.GREYLOCK.COM,3,,,,,,,0,N,N,N,,,Y,N,N,Corporation,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,7,0,0,Y,N,Y,Y,Y,13,N,N,,N,,N,,N,,N,,Y,13,N,,"9,671,977,000.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,174972,,,802-81191,ERA,,,"ABVEN SERVICES, INC.","ABVEN SERVICES, INC.",22 FITZWILLIAM SQUARE,,DUBLIN,,Ireland,,N,+353 1 603 4450,+353 1 642 5661,1,,,,,,,,MARK HORGAN,CHIEF EXECUTIVE OFFICER,35316034455,,22 FITZWILLIAM SQUARE,,DUBLIN 2,,Ireland,,MARK@ABVEN.COM,,,ERA - Active,3/19/2015,,3/25/2025,21-Oct,Y,HTTPS://TWITTER.COM/ATLANTICBRIDGEV,3,3945 FREEDOM CIRCLE,SUITE 540,SANTA CLARA,CA,United States,95054,1,N,N,N,,,Y,N,N,Corporation,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,10,0,0,Y,Y,Y,N,Y,1,N,N,,N,,N,,N,,N,,Y,1,N,,"305,740,729.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
SFRO,305977,,,802-117546,ERA,,,"THRESHOLD MANAGEMENT, LLC","THRESHOLD MANAGEMENT, LLC",630 RAMONA ST,,PALO ALTO,CA,United States,94301,N,650-231-6900,,1,,,,,,,,,,,,,,,,,,,,,ERA - Active,9/26/2019,,3/26/2025,21-Oct,Y,https://ca.linkedin.com/company/thresholdvc,5,,,,,,,0,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,3,0,0,Y,N,Y,Y,Y,4,N,N,,N,,N,,N,,N,,Y,4,N,,"674,081,438.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
SFRO,175214,,,802-126308,ERA,,,ELEVAR EQUITY MANAGEMENT LTD.,ELEVAR EQUITY MANAGEMENT LTD.,450 ALASKAN WAY SOUTH,SUITE 200,SEATTLE,WA,United States,98104,N,425-246-5323,,2,,,,,,,,SHOBHA VENKATARAMAN,CHIEF FINANCIAL OFFICER,+91 9902588008,,NO. 6 ST. JOHNS ROAD,10TH FLOOR PRESTIGE SUMMIT,BANGALORE,,India,560042,SHOBHA@ELEVAREQUITY.COM,,,ERA - Active,6/30/2022,,3/27/2025,21-Oct,Y,HTTPS://TWITTER.COM/ELEVAREQUITY,4,SOUTH CHURCH STREET,PO BOX 309,GRAND CAYMAN,,Cayman Islands,KY1-1104,5,Y,N,N,,,Y,N,N,Other (specify),EXEMPTED COMPANY,DECEMBER,,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,4,N,N,,N,,N,,N,,N,,Y,4,N,,"708,307,940.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,323240,,,802-126655,ERA,,,KKA MANAGEMENT GMBH,KKA MANAGEMENT GMBH,GIPSSTR.8,,BERLIN,,Germany,10119,N,49 30 43664934,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,8/30/2022,,3/31/2025,21-Oct,Y,https://www.linkedin.com/company/kka-partners/?originalSubdomain=de,2,PAUL-GERHARDT-ALLEE 50,,MÜNCHEN,,Germany,81245,1,Y,N,N,,391200150Y92MKZJX737,N,Y,N,Other (specify),GERMAN LIMITED LIABILITY COMPANY (GMBH),DECEMBER,,Germany,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,Y,Y,Y,Y,5,N,N,,N,,Y,5,N,,N,,N,,N,,"208,069,208.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
SFRO,318221,,,802-123080,ERA,1877240,1,"OPENAI STARTUP FUND MANAGEMENT, LLC","OPENAI STARTUP FUND MANAGEMENT, LLC",1455 3RD STREET,,SAN FRANCISCO,CA,United States,94158,N,408-891-9515,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,12/20/2021,,3/6/2025,21-Oct,Y,http://openai.fund,1,,,,,,,0,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,Y,Y,Y,Y,6,N,N,,N,,N,,N,,N,,Y,6,N,,"961,676,676.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
PLRO,311806,,,802-120048,ERA,,,DELIBERATE CAPITAL,"DELIBERATE CAPITAL, LLC",819 S. QUINCY ST,,ARLINGTON,VA,United States,22204,N,703-225-8045,,0,2503D N. HARRISON ST,#1125,ARLINGTON,VA,United States,22207,N,DALE GALVIN,CHIEF EXECUTIVE OFFICER,7032258045,,819 S. QUINCY ST,,ARLINGTON,VA,United States,22204,DGALVIN@DELIBERATECAPITAL.COM,,,ERA - Active,11/27/2020,,3/25/2025,21-Oct,Y,https://www.deliberatecapital.com/,4,,,,,,,0,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,VA,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,N,N,Y,N,Y,1,N,N,,N,,Y,1,N,,N,,N,,N,,"25,496,450.00",1,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
LARO,311513,,,802-119887,ERA,,,"TIME BIO MANAGEMENT, LLC","TIME BIO MANAGEMENT, LLC","1880 CENTURY PARK E, SUITE 200",,LOS ANGELES,CA,United States,90067,N,858-337-8900,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,10/29/2020,,3/19/2025,21-Oct,Y,http://www.timebioventures.com,2,,,,,,,0,N,N,N,,,Y,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,4,N,N,,N,,N,,N,,N,,Y,4,N,,"113,292,509.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
ARO,319179,,,802-123507,ERA,,,TCP MANAGEMENT LLC,TCP MANAGEMENT LLC,3415 HABERSHAM ROAD NW,,ATLANTA,GA,United States,30305,N,404-216-2742,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,2/18/2022,,2/13/2025,21-Oct,Y,http://www.terminuscp.com,2,,,,,,,0,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,GA,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,N,N,N,N,Y,3,N,N,,N,,Y,3,N,,N,,N,,N,,"131,738,469.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
SFRO,318935,,,802-126495,ERA,,,"ARTISANAL VENTURES MANAGEMENT, LLC","ARTISANAL VENTURES MANAGEMENT, LLC",7 ACELA DRIVE,,TIBURON,CA,United States,94920,N,415-816-8453,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,8/3/2022,,1/9/2025,21-Oct,Y,https://www.linkedin.com/company/artisanal-ventures/,2,,,,,,,0,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,1,N,N,,N,,N,,N,,N,,Y,1,N,,"62,093,644.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
PLRO,335404,,,802-132407,ERA,,,GRIT CAPITAL PARTNERS,"GRIT GROWTH MANAGEMENT, LLC",2650 QUARRY LAKE DRIVE,SUITE 240,BALTIMORE,MD,United States,21209,N,410-303-0509,,3,,,,,,,,KELLY DEFELICE,VP FINANCE,410-303-0509,,2650 QUARRY DRIVE,SUITE 240,BALTIMORE,MD,United States,21209,KELLY@GRIT.VC,,,ERA - Active,3/13/2025,,3/13/2025,21-Oct,Y,https://www.grit.vc,2,,,,,,,0,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,3,N,N,,N,,N,,N,,N,,Y,3,N,,"46,396,679.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
BRO,163972,,,802-127209,ERA,,,"DOLPHIN ASSOCIATES III, LLC","DOLPHIN ASSOCIATES III, LLC",,,,,,,Y,203-489-3833,NONE,0,C/O 1117 EAST PUTNAM AVENUE,ONE HUNDRED AND FIFTY,RIVERSIDE,CT,United States,06878,N,,,,,,,,,,,,,,ERA - Active,12/19/2022,,7/6/2023,21-Oct,N,,0,245 PARK AVE 12TH FLOOR,,NEW YORK,NY,United States,10167,1,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4,0,0,Y,N,N,Y,Y,3,N,N,,N,,N,,N,,N,,N,,Y,3,"6,100,000.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
NYRO,323742,,,802-126817,ERA,,,MAROON PASS ADVISORS LP,MAROON PASS ADVISORS LP,600 FIFTH AVENUE,14TH FLOOR,NEW YORK,NY,United States,10020,N,646-202-1584,,1,,,,,,,,,,,,,,,,,,,,,ERA - Active,10/3/2022,,2/19/2025,21-Oct,Y,http://www.maroonpass.com,2,223 WILMINGTON WEST CHESTER PIKE,,CHADDS FORD,PA,United States,19317,1,N,N,N,,,N,Y,N,Limited Partnership,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,2,N,N,,N,,N,,N,,N,,N,,Y,2,"91,677,242.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
MIRO,326951,,,802-129027,ERA,,,CLEARSKY ADVISORS LLC,CLEARSKY ADVISORS LLC,525 OKEECHOBEE BOULEVARD,#800,WEST PALM BEACH,FL,United States,33401,N,561-720-1525,,1,,,,,,,,,,,,,,,,,,,,,ERA - Active,10/6/2023,,3/13/2025,21-Oct,Y,https://www.clear-sky.com/,2,3 CORPORATE DRIVE,#100,CLIFTON PARK,NY,United States,12065,1,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,5,Y,N,,N,,N,,N,,N,,Y,5,N,,"673,057,663.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,134531,,,802-75393,ERA,,,ACCESS CAPITAL ADVISORS (GUERNSEY)LTD,ACCESS CAPITAL ADVISORS (GUERNSEY)LTD,1 ROYAL PLAZA,ROYAL AVENUE,ST PETER PORT,,Guernsey,GY1 2HL,N,+44(0)2035303600,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,3/29/2012,,3/28/2025,21-Oct,Y,HTTP://WWW.ACCESS-CAPITAL-PARTNERS.COM,1,42 RUE WASHINGTON,,PARIS,,France,75008,1,Y,N,N,,,N,Y,N,Corporation,,DECEMBER,,Guernsey,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,4,0,0,Y,Y,Y,Y,Y,2,N,N,,N,,Y,2,N,,N,,N,,N,,"36,167,890.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
MIRO,329704,,,802-129533,ERA,,,KESTREL0X1,KESTREL 0X1 ADVISORY US LLC,,,,,,,Y,3866272602,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,1/19/2024,,3/28/2025,21-Oct,Y,https://www.kestrel0x1.com/,3,3RD FLOOR WHITEHALL HOUSE 238 NORTH CHURCH STREET,,GEORGE TOWN,,Cayman Islands,,2,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,N,Y,Y,Y,1,Y,N,,N,,N,,N,,N,,Y,1,N,,"50,000,000.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,333221,,,802-131298,ERA,,,"FPC VENTURES, LLC","FPC VENTURES, LLC",,,,,,,Y,35724505302,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,9/16/2024,,3/18/2025,21-Oct,N,,0,PO BOX 3217,,SEATTLE,WA,United States,98114,1,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,N,N,N,N,Y,0,N,N,,N,,N,,N,,N,,N,,N,,0,1,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,157111,,,802-76186,ERA,,,APAX PARTNERS LLP,APAX PARTNERS LLP,1 KNIGHTSBRIDGE,,LONDON,,United Kingdom,SW1X 7LX,N,44 (0) 207872 6300,44 (0) 207666 5441,0,,,,,,,,SARAH BUTCHER,GLOBAL HEAD OF COMPLIANCE,44 20 7872 6300,44 20 7666 6441,"1 KNIGHTSBRIDGE,",,LONDON,,United Kingdom,SW1X 7LX,SARAH.BUTCHER@APAX.COM,APAX PARTNERS WORLDWIDE HOLDINGS LIMITED,,ERA - Active,3/30/2012,,6/28/2025,21-Oct,Y,https://x.com/APAX_PARTNERS,10,"65TH FLOOR, SHANGHAI WORLD FINANCIAL CENTER",100 CENTURY AVENUE,SHANGHAI,,China,200120,16,Y,N,N,,213800C932YI7ZZL8L10,N,Y,N,Limited Liability Partnership,,MARCH,,United Kingdom,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,35,0,0,Y,Y,Y,Y,Y,22,Y,N,,N,,Y,20,N,,N,,N,,Y,2,"29,483,653,260.00",1,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,310186,,,802-119429,ERA,,,EQT PARTNERS NETHERLANDS B.V.,EQT PARTNERS NETHERLANDS B.V.,CORNELIS SCHUYTSTRAAT 74,,AMSTERDAM,,Netherlands,1071JL,N,31 20 577 66 47,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,8/11/2020,,3/30/2025,21-Oct,N,,0,REGERINGSGATAN 25,,STOCKHOLM,,Sweden,111 53,1,N,N,N,,,N,Y,N,Other (specify),"DUTCH LLC, BESLOTEN VENNOOTSCHAP",DECEMBER,,Netherlands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,4,0,1,Y,N,Y,Y,Y,0,N,N,,N,,N,,N,,N,,N,,N,,0,58,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
BRO,330824,,,802-130051,ERA,,,"MIRAE ASSET CAPITAL LIFE SCIENCE, INC.","MIRAE ASSET CAPITAL LIFE SCIENCE, INC.",131 DARTMOUTH STREET,FLOOR 3,BOSTON,MA,United States,02116,N,650-407-8285,,0,,,,,,,,ARMAND APONTE,HEAD OF LEGAL,212-205-8316,212-205-8390,1212 AVENUE OF THE AMERICAS,10TH FLOOR,NEW YORK,NY,United States,10036,ARMAND.APONTE@MIRAEASSET.COM,MIRAE ASSET GLOBAL INVESTMENTS (USA) LLC,,ERA - Active,3/27/2024,,4/28/2025,21-Oct,Y,http://www.twitter.com/MAC_LifeScience,3,1212 AVENUE OF THE AMERICAS,10TH FLOOR,NEW YORK,NY,United States,10036,1,N,N,N,,,Y,Y,N,Corporation,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,3,1,1,Y,Y,Y,Y,Y,1,N,N,,N,,N,,N,,N,,Y,1,N,,"27,921,556.00",0,Y,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
HQ,331979,,,802-131307,ERA,,,TURTLE SHIP LLC,TURTLE SHIP LLC,33 WYNDHAM STREET,19F,HONG KONG,,Hong Kong,,N,+44 20 7496 1931,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,9/17/2024,,3/25/2025,21-Oct,N,,0,PO BOX 2022,,HAMILTON,,Bermuda,00000,1,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,N,N,N,N,Y,0,N,N,,N,,N,,N,,N,,N,,N,,0,3,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
SFRO,320773,,,802-125020,ERA,,,LEAP GLOBAL PARTNERS,"LEAP INNOVATIONS VENTURES MANAGEMENT COMPANY, LLC",,,,,,,Y,213-359-0122,,0,,,,,,,,,,,,,,,,,,,,,ERA - Active,4/14/2022,,2/28/2025,21-Oct,Y,https://twitter.com/leappartners,3,,,,,,,0,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,Y,Y,Y,Y,Y,11,N,N,,N,,N,,N,,N,,Y,11,N,,"144,920,309.00",0,N,0,N,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,,,,,
